row_id,order_id,customer_id,customer_name,product_id,product_name,category,sub_category,state,segment,ship_mode,sales,quantity,delivery_duration,estimated_shipping_cost,is_delayed,is_returned,return_risk_score,risk_level,recommended_action
1864,US-2016-100839,NC-18625,Noah Childs,FUR-TA-10004575,Hon 5100 Series Wood Tables,Furniture,Tables,Colorado,Corporate,Standard Class,727.45,5,4,50,0,0,0.007682915352564647,Low,Standard processing
1806,US-2016-116729,GK-14620,Grace Kelly,TEC-PH-10002200,Samsung Galaxy Note 2,Technology,Phones,California,Corporate,First Class,2575.944,7,3,49,0,0,0.8085239258967287,High,Review before fulfilment
5026,US-2017-130953,RF-19735,Roland Fjeld,TEC-PH-10003012,Nortel Meridian M3904 Professional Digital phone,Technology,Phones,Oklahoma,Consumer,Standard Class,461.97,3,5,30,0,0,0.010130856042290136,Low,Standard processing
8685,CA-2016-155446,TN-21040,Tanja Norvell,TEC-AC-10001445,Imation USB 2.0 Swivel Flash Drive USB flash drive - 4 GB - Pink,Technology,Accessories,California,Home Office,Standard Class,21.21,7,7,49,1,0,0.011302791033493303,Low,Standard processing
44,CA-2017-139619,ES-14080,Erin Smith,OFF-ST-10003282,"Advantus 10-Drawer Portable Organizer, Chrome Metal Frame, Smoke Drawers",Office Supplies,Storage,Florida,Corporate,Standard Class,95.616,2,4,12,0,0,0.8268838200226735,High,Review before fulfilment
3256,CA-2016-155474,CC-12220,Chris Cortes,OFF-BI-10004209,"Fellowes Twister Kit, Gray/Clear, 3/pkg",Office Supplies,Binders,Washington,Consumer,Standard Class,19.296,3,6,15,1,0,0.5890256061635497,Medium,Monitor order
974,CA-2014-115791,DL-13315,Delfina Latchford,OFF-LA-10001074,Round Specialty Laser Printer Labels,Office Supplies,Labels,Pennsylvania,Consumer,Second Class,30.072,3,2,9,0,0,0.007910570493944127,Low,Standard processing
8371,CA-2016-163972,MG-17890,Michael Granlund,FUR-BO-10003894,"Safco Value Mate Steel Bookcase, Baked Enamel Finish on Steel, Black",Furniture,Bookcases,California,Home Office,Standard Class,120.666,2,4,14,0,0,0.010773866556475472,Low,Standard processing
4888,CA-2016-163167,RF-19345,Randy Ferguson,TEC-AC-10003441,Kingston Digital DataTraveler 32GB USB 2.0,Technology,Accessories,Georgia,Corporate,Second Class,101.7,6,3,42,0,0,0.011899982953327948,Low,Standard processing
7426,CA-2016-101693,LC-17140,Logan Currie,FUR-CH-10001146,"Global Value Mid-Back Manager's Chair, Gray",Furniture,Chairs,Texas,Consumer,Second Class,85.246,2,2,20,0,0,0.009964114553652231,Low,Standard processing
4107,US-2016-148334,DD-13570,Dorothy Dickinson,OFF-BI-10003676,"GBC Standard Recycled Report Covers, Clear Plastic Sheets",Office Supplies,Binders,Texas,Consumer,Standard Class,4.312,2,4,20,0,0,0.01103201507504794,Low,Standard processing
7969,CA-2016-157707,CC-12610,Corey Catlett,TEC-PH-10002583,iOttie HLCRIO102 Car Mount,Technology,Phones,Colorado,Corporate,First Class,15.992,1,2,10,0,0,0.006398520443856961,Low,Standard processing
5301,CA-2016-113831,AH-10690,Anna Häberlin,FUR-TA-10002645,Hon Rectangular Conference Tables,Furniture,Tables,Virginia,Corporate,Standard Class,2275.5,10,4,90,0,0,0.006552357961823932,Low,Standard processing
5382,CA-2016-149195,DM-13525,Don Miller,OFF-PA-10001870,Xerox 202,Office Supplies,Paper,Texas,Corporate,Second Class,25.92,5,2,50,0,0,0.008736997843569017,Low,Standard processing
2053,CA-2015-142237,CK-12595,Clytie Kelty,OFF-AR-10003732,Newell 333,Office Supplies,Art,Pennsylvania,Consumer,First Class,11.12,5,2,15,0,0,0.007638233495796465,Low,Standard processing
305,CA-2015-144253,AS-10225,Alan Schoenberger,FUR-FU-10002671,Electrix 20W Halogen Replacement Bulb for Zoom-In Desk Lamp,Furniture,Furnishings,New York,Corporate,Second Class,26.8,2,5,4,0,0,0.01268757642254044,Low,Standard processing
7356,CA-2015-139780,AH-10690,Anna Häberlin,OFF-BI-10004139,Fellowes Presentation Covers for Comb Binding Machines,Office Supplies,Binders,Michigan,Corporate,Second Class,116.4,8,2,40,0,0,0.013070258346298309,Low,Standard processing
3002,CA-2014-138317,NW-18400,Natalie Webber,OFF-BI-10000069,"GBC Prepunched Paper, 19-Hole, for Binding Systems, 24-lb",Office Supplies,Binders,Pennsylvania,Consumer,Standard Class,9.006,2,4,6,0,0,0.5905059642986252,Medium,Monitor order
2107,US-2014-152723,HG-14965,Henry Goldwyn,OFF-BI-10003460,Acco 3-Hole Punch,Office Supplies,Binders,Texas,Corporate,Same Day,0.876,1,0,10,0,0,0.005606430796825978,Low,Standard processing
2720,CA-2014-110030,LF-17185,Luke Foster,FUR-FU-10002759,12-1/2 Diameter Round Wall Clock,Furniture,Furnishings,Texas,Consumer,Second Class,23.976,3,2,30,0,0,0.008873625067012558,Low,Standard processing
9543,CA-2015-135251,RP-19270,Rachel Payne,OFF-BI-10001097,Avery Hole Reinforcements,Office Supplies,Binders,Texas,Corporate,Standard Class,6.23,5,4,50,0,0,0.006893348917396574,Low,Standard processing
6331,CA-2014-167927,XP-21865,Xylona Preis,OFF-ST-10003123,Fellowes Bases and Tops For Staxonsteel/High-Stak Systems,Office Supplies,Storage,Michigan,Consumer,Standard Class,66.58,2,6,10,1,0,0.6367303660313957,High,Review before fulfilment
5308,US-2016-168410,BV-11245,Benjamin Venier,TEC-PH-10002583,iOttie HLCRIO102 Car Mount,Technology,Phones,New York,Corporate,Standard Class,39.98,2,5,4,0,0,0.007352170419191662,Low,Standard processing
6462,US-2017-133361,AJ-10780,Anthony Jacobs,TEC-AC-10003280,Belkin F8E887 USB Wired Ergonomic Keyboard,Technology,Accessories,Maryland,Corporate,First Class,89.97,3,3,21,0,0,0.013196586930649895,Low,Standard processing
3744,CA-2016-137848,WB-21850,William Brown,OFF-BI-10002225,"Square Ring Data Binders, Rigid 75 Pt. Covers, 11"" x 14-7/8""",Office Supplies,Binders,New York,Consumer,Standard Class,49.536,3,6,6,1,0,0.3921624331549996,Medium,Monitor order
9989,CA-2017-163629,RA-19885,Ruben Ausman,TEC-PH-10004006,Panasonic KX - TS880B Telephone,Technology,Phones,Georgia,Corporate,Standard Class,206.1,5,4,35,0,0,0.010501789413096208,Low,Standard processing
1860,CA-2015-121608,JB-15400,Jennifer Braxton,TEC-PH-10004959,Classic Ivory Antique Telephone ZL1810,Technology,Phones,Connecticut,Corporate,First Class,100.49,1,2,10,0,0,0.5346750536716867,Medium,Monitor order
4779,CA-2017-132346,PK-19075,Pete Kriz,OFF-AP-10000696,Holmes Odor Grabber,Office Supplies,Appliances,Delaware,Consumer,Standard Class,100.94,7,4,35,0,1,0.012683903169510784,Low,Standard processing
1239,CA-2014-127012,GM-14680,Greg Matthias,FUR-FU-10003691,"Eldon Image Series Desk Accessories, Ebony",Furniture,Furnishings,Washington,Consumer,Standard Class,12.35,1,4,5,0,1,0.009560061407060018,Low,Standard processing
7094,CA-2015-119480,CC-12685,Craig Carroll,OFF-PA-10004996,"Speediset Carbonless Redi-Letter 7"" x 8 1/2""",Office Supplies,Paper,Kentucky,Consumer,Standard Class,51.55,5,4,40,0,0,0.009636357471383201,Low,Standard processing
5531,CA-2017-160885,JK-16090,Juliana Krohn,TEC-PH-10001795,ClearOne CHATAttach 160 - speaker phone,Technology,Phones,Nebraska,Consumer,Standard Class,2479.96,4,4,12,0,0,0.009976956014849821,Low,Standard processing
1458,CA-2015-111297,SC-20440,Shaun Chance,OFF-BI-10002412,Wilson Jones Snap Scratch Pad Binder Tool for Ring Binders,Office Supplies,Binders,Massachusetts,Corporate,Standard Class,52.2,9,4,27,0,0,0.006721272965913239,Low,Standard processing
7001,CA-2017-123687,KC-16675,Kimberly Carter,OFF-SU-10004498,Martin-Yale Premier Letter Opener,Office Supplies,Supplies,Kentucky,Corporate,First Class,25.76,2,3,16,0,0,0.011178212349906914,Low,Standard processing
9514,CA-2016-125220,BE-11410,Bobby Elias,TEC-AC-10003033,Plantronics CS510 - Over-the-Head monaural Wireless Headset System,Technology,Accessories,Wisconsin,Consumer,Standard Class,1649.75,5,5,25,0,0,0.010598154157883413,Low,Standard processing
3122,CA-2015-121720,JE-15610,Jim Epp,OFF-AR-10000380,"Hunt PowerHouse Electric Pencil Sharpener, Blue",Office Supplies,Art,Florida,Corporate,First Class,60.768,2,1,12,0,0,0.6621680382661902,High,Review before fulfilment
8747,CA-2017-128076,BO-11350,Bill Overfelt,FUR-FU-10000293,Eldon Antistatic Chair Mats for Low to Medium Pile Carpets,Furniture,Furnishings,California,Corporate,Standard Class,210.58,2,5,14,0,0,0.011252150064000259,Low,Standard processing
6390,CA-2015-147529,DK-12835,Damala Kotsonis,OFF-EN-10000056,Cameo Buff Policy Envelopes,Office Supplies,Envelopes,Virginia,Corporate,Standard Class,311.15,5,4,45,0,0,0.007330367996336894,Low,Standard processing
4941,CA-2015-156482,IL-15100,Ivan Liston,FUR-CH-10001708,Office Star - Contemporary Swivel Chair with Padded Adjustable Arms and Flex Back,Furniture,Chairs,Delaware,Consumer,Standard Class,1268.82,9,7,45,1,0,0.016022749610736065,Low,Standard processing
3255,CA-2016-155474,CC-12220,Chris Cortes,TEC-PH-10001580,Logitech Mobile Speakerphone P710e - speaker phone,Technology,Phones,Washington,Consumer,Standard Class,107.984,1,6,5,1,0,0.009418568233114532,Low,Standard processing
1970,CA-2017-117485,BD-11320,Bill Donatelli,TEC-AC-10004659,Imation Secure+ Hardware Encrypted USB 2.0 Flash Drive; 16GB,Technology,Accessories,Oklahoma,Consumer,Standard Class,291.96,4,6,40,1,0,0.006924187327286264,Low,Standard processing
3826,CA-2015-140984,CC-12685,Craig Carroll,OFF-BI-10002012,Wilson Jones Easy Flow II Sheet Lifters,Office Supplies,Binders,New York,Consumer,Standard Class,12.96,9,4,18,0,1,0.523358542235417,Medium,Monitor order
6260,CA-2015-150441,RA-19285,Ralph Arnett,OFF-BI-10003529,Avery Round Ring Poly Binders,Office Supplies,Binders,Indiana,Consumer,Second Class,11.36,4,4,8,0,0,0.00774058522152955,Low,Standard processing
65,CA-2015-135545,KM-16720,Kunst Miller,OFF-PA-10003892,Xerox 1943,Office Supplies,Paper,California,Consumer,Standard Class,146.73,3,6,21,1,0,0.010542581110612532,Low,Standard processing
3957,CA-2016-114951,DN-13690,Duane Noonan,FUR-FU-10002364,"Eldon Expressions Wood Desk Accessories, Oak",Furniture,Furnishings,California,Consumer,Standard Class,22.14,3,7,21,1,0,0.00832287078392396,Low,Standard processing
9769,CA-2017-142328,TC-21535,Tracy Collins,OFF-PA-10000380,"REDIFORM Incoming/Outgoing Call Register, 11"" X 8 1/2"", 100 Messages",Office Supplies,Paper,California,Home Office,Standard Class,50.04,6,7,42,1,1,0.009999456819844809,Low,Standard processing
1656,US-2017-132444,CD-12280,Christina DeMoss,OFF-BI-10001116,"Wilson Jones 1"" Hanging DublLock Ring Binders",Office Supplies,Binders,Washington,Consumer,First Class,8.448,2,3,10,0,0,0.008504874237160308,Low,Standard processing
2477,CA-2016-114972,PF-19225,Phillip Flathmann,OFF-AP-10003057,Honeywell Enviracaire Portable HEPA Air Cleaner for 16' x 20' Room,Office Supplies,Appliances,California,Consumer,First Class,1101.48,4,3,28,0,0,0.01451818337529157,Low,Standard processing
5228,CA-2016-119865,AS-10090,Adam Shillingsburg,FUR-BO-10003272,O'Sullivan Living Dimensions 5-Shelf Bookcases,Furniture,Bookcases,New York,Consumer,Standard Class,353.568,2,5,4,0,0,0.006472943318751362,Low,Standard processing
9521,CA-2016-101189,JB-15400,Jennifer Braxton,OFF-ST-10004180,Safco Commercial Shelving,Office Supplies,Storage,California,Corporate,Standard Class,93.02,2,5,14,0,0,0.010573490767583103,Low,Standard processing
307,CA-2014-111003,CR-12625,Corey Roper,OFF-BI-10001072,"GBC Clear Cover, 8-1/2 x 11, unpunched, 25 covers per pack",Office Supplies,Binders,New Jersey,Home Office,Standard Class,45.48,3,5,9,0,0,0.008926463699726791,Low,Standard processing
8997,US-2017-116491,PG-18820,Patrick Gardner,TEC-PH-10004531,OtterBox Commuter Series Case - iPhone 5 & 5s,Technology,Phones,Texas,Consumer,First Class,35.184,2,2,20,0,0,0.010541446112981308,Low,Standard processing
5826,CA-2017-161067,KB-16405,Katrina Bavinger,OFF-PA-10000418,Xerox 189,Office Supplies,Paper,New York,Home Office,Second Class,419.4,4,3,8,0,0,0.6301304827200236,High,Review before fulfilment
5498,CA-2017-164378,MM-18055,Michelle Moray,OFF-AR-10001177,Newell 349,Office Supplies,Art,New York,Consumer,Second Class,6.56,2,3,4,0,0,0.005513902781283996,Low,Standard processing
2425,US-2017-147669,SV-20935,Susan Vittorini,OFF-BI-10000632,Satellite Sectional Post Binders,Office Supplies,Binders,Ohio,Consumer,Standard Class,13.023,1,5,7,0,0,0.6521956892085382,High,Review before fulfilment
3743,CA-2016-137848,WB-21850,William Brown,OFF-PA-10004285,Xerox 1959,Office Supplies,Paper,New York,Consumer,Standard Class,60.12,9,6,18,1,0,0.3921624331549996,Medium,Monitor order
3772,US-2016-101196,FM-14215,Filia McAdams,OFF-ST-10004804,"Belkin 19"" Vented Equipment Shelf, Black",Office Supplies,Storage,Pennsylvania,Corporate,Standard Class,82.368,2,5,6,0,0,0.006430139956775058,Low,Standard processing
3663,US-2017-129777,FM-14290,Frank Merwin,TEC-AC-10003590,"TRENDnet 56K USB 2.0 Phone, Internet and Fax Modem",Technology,Accessories,Massachusetts,Home Office,Standard Class,258.9,10,6,30,1,0,0.006575884350976165,Low,Standard processing
5862,CA-2016-101525,CM-12235,Chris McAfee,OFF-PA-10001497,Xerox 1914,Office Supplies,Paper,Arkansas,Consumer,Second Class,109.92,2,3,14,0,0,0.01254270927852699,Low,Standard processing
3992,CA-2015-161998,DB-13120,David Bremer,FUR-FU-10001095,DAX Black Cherry Wood-Tone Poster Frame,Furniture,Furnishings,Florida,Corporate,Standard Class,63.552,3,4,18,0,0,0.009019291220345236,Low,Standard processing
3415,CA-2016-100244,GM-14695,Greg Maxwell,OFF-BI-10000977,Ibico Plastic Spiral Binding Combs,Office Supplies,Binders,California,Corporate,Standard Class,48.64,2,4,14,0,0,0.005965480772134391,Low,Standard processing
661,CA-2015-146563,CB-12025,Cassandra Brandow,OFF-ST-10001511,Space Solutions Commercial Steel Shelving,Office Supplies,Storage,Texas,Consumer,Standard Class,724.08,14,4,140,0,0,0.009807234711832681,Low,Standard processing
5065,CA-2017-122196,CA-12265,Christina Anderson,TEC-PH-10004977,GE 30524EE4,Technology,Phones,Delaware,Consumer,First Class,391.98,2,2,10,0,0,0.00979662048780282,Low,Standard processing
9745,CA-2017-141782,BE-11410,Bobby Elias,OFF-EN-10002230,Airmail Envelopes,Office Supplies,Envelopes,Illinois,Consumer,Standard Class,268.576,4,4,16,0,0,0.6406104988953325,High,Review before fulfilment
103,CA-2016-129903,GZ-14470,Gary Zandusky,OFF-PA-10004040,Universal Premium White Copier/Laser Paper (20Lb. and 87 Bright),Office Supplies,Paper,Minnesota,Consumer,Second Class,23.92,4,3,40,0,0,0.005439729859383341,Low,Standard processing
9494,CA-2016-105207,BO-11350,Bill Overfelt,FUR-TA-10000617,"Hon Practical Foundations 30 x 60 Training Table, Light Gray/Charcoal",Furniture,Tables,Oklahoma,Corporate,Standard Class,1592.85,7,5,70,0,0,0.01204665494343466,Low,Standard processing
1485,US-2016-108098,CP-12340,Christine Phan,TEC-AC-10000865,WD My Passport Ultra 500GB Portable External Hard Drive,Technology,Accessories,Washington,Corporate,Standard Class,177.0,3,4,15,0,0,0.8572642876832822,High,Review before fulfilment
3942,CA-2017-117863,TS-21340,Toby Swindell,OFF-BI-10000605,"Acco Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Executive Red",Office Supplies,Binders,New York,Consumer,Standard Class,3.048,1,5,2,0,0,0.37509370388892815,Medium,Monitor order
8148,US-2017-146822,AG-10675,Anna Gayman,OFF-PA-10000249,Easy-staple paper,Office Supplies,Paper,Virginia,Consumer,Standard Class,49.12,4,5,36,0,0,0.009766792125988072,Low,Standard processing
7670,CA-2015-130974,MA-17560,Matt Abelman,OFF-PA-10001019,Xerox 1884,Office Supplies,Paper,Massachusetts,Home Office,Second Class,59.94,3,2,9,0,0,0.008359765065587988,Low,Standard processing
7635,US-2017-158526,KH-16360,Katherine Hughes,OFF-AR-10003696,Panasonic KP-350BK Electric Pencil Sharpener with Auto Stop,Office Supplies,Art,Kentucky,Consumer,Second Class,34.58,1,3,8,0,0,0.010966975660801112,Low,Standard processing
6888,CA-2017-120222,LL-16840,Lauren Leatherbury,OFF-PA-10004675,"Telephone Message Books with Fax/Mobile Section, 5 1/2"" x 3 3/16""",Office Supplies,Paper,California,Consumer,Standard Class,19.05,3,7,21,1,0,0.01085215494231261,Low,Standard processing
85,US-2017-119662,CS-12400,Christopher Schild,OFF-ST-10003656,Safco Industrial Wire Shelving,Office Supplies,Storage,Illinois,Home Office,First Class,230.376,3,3,12,0,0,0.007950321606386307,Low,Standard processing
5285,CA-2014-133424,Dl-13600,Dorris liebe,OFF-LA-10002312,Avery 490,Office Supplies,Labels,Washington,Corporate,Standard Class,44.4,3,5,15,0,0,0.008719529390989886,Low,Standard processing
9281,CA-2016-166772,HJ-14875,Heather Jas,FUR-BO-10002853,O'Sullivan 5-Shelf Heavy-Duty Bookcases,Furniture,Bookcases,Washington,Home Office,Standard Class,163.88,2,4,10,0,0,0.010651577937226707,Low,Standard processing
9638,CA-2014-124702,MH-17785,Maya Herman,FUR-TA-10003008,"Lesro Round Back Collection Coffee Table, End Table",Furniture,Tables,Washington,Corporate,Standard Class,730.2,4,7,20,1,0,0.007946665851354917,Low,Standard processing
8710,CA-2014-119144,JD-16150,Justin Deggeller,FUR-BO-10004015,"Bush Andora Bookcase, Maple/Graphite Gray Finish",Furniture,Bookcases,California,Corporate,First Class,305.9745,3,2,21,0,0,0.612447050286115,High,Review before fulfilment
9556,CA-2015-111612,EB-14110,Eugene Barchas,OFF-FA-10003021,Staples,Office Supplies,Fasteners,Ohio,Consumer,Standard Class,3.008,2,4,14,0,0,0.009714825998339135,Low,Standard processing
3186,CA-2014-123498,TC-20980,Tamara Chand,OFF-BI-10000632,Satellite Sectional Post Binders,Office Supplies,Binders,Texas,Corporate,First Class,26.046,3,2,30,0,1,0.387830238115802,Medium,Monitor order
468,US-2015-101399,JS-15940,Joni Sundaresam,FUR-FU-10002918,Eldon ClusterMat Chair Mat with Cordless Antistatic Protection,Furniture,Furnishings,Illinois,Home Office,Standard Class,254.744,7,7,28,1,0,0.007792467325290975,Low,Standard processing
2136,CA-2015-122210,WB-21850,William Brown,TEC-PH-10002807,Motorla HX550 Universal Bluetooth Headset,Technology,Phones,Pennsylvania,Consumer,Standard Class,94.92,4,4,12,0,0,0.007736776392067923,Low,Standard processing
7573,CA-2014-100916,FH-14275,Frank Hawley,FUR-TA-10004607,Hon 2111 Invitation Series Straight Table,Furniture,Tables,Virginia,Corporate,Standard Class,591.32,4,5,36,0,0,0.634741927420399,High,Review before fulfilment
8108,CA-2017-159149,CR-12820,Cyra Reiten,TEC-PH-10000038,Jawbone MINI JAMBOX Wireless Bluetooth Speaker,Technology,Phones,Texas,Home Office,First Class,438.336,4,2,40,0,0,0.005786591581941862,Low,Standard processing
2176,CA-2016-125738,PB-18805,Patrick Bzostek,OFF-PA-10000740,Xerox 1982,Office Supplies,Paper,Utah,Home Office,Standard Class,45.68,2,6,16,1,0,0.006952081326604714,Low,Standard processing
9216,CA-2016-152646,TH-21235,Tiffany House,OFF-PA-10004451,Xerox 222,Office Supplies,Paper,California,Corporate,Standard Class,32.4,5,5,35,0,0,0.007465213852990242,Low,Standard processing
7020,CA-2014-124737,AP-10915,Arthur Prichep,OFF-PA-10001837,Xerox 1976,Office Supplies,Paper,Colorado,Consumer,Standard Class,15.552,3,4,30,0,0,0.008869031235701371,Low,Standard processing
8750,US-2015-163825,LC-16885,Lena Creighton,OFF-BI-10003527,Fellowes PB500 Electric Punch Plastic Comb Binding Machine with Manual Bind,Office Supplies,Binders,New York,Consumer,First Class,3050.376,3,3,6,0,0,0.013416566290840896,Low,Standard processing
8819,CA-2015-144274,PW-19240,Pierre Wener,OFF-PA-10003441,Xerox 226,Office Supplies,Paper,Delaware,Consumer,Second Class,38.88,6,2,30,0,0,0.013656040028487597,Low,Standard processing
7521,US-2017-167920,JL-15835,John Lee,TEC-CO-10001046,Canon Imageclass D680 Copier / Fax,Technology,Copiers,Kentucky,Consumer,Second Class,1399.98,2,3,16,0,0,0.008059436809202897,Low,Standard processing
671,US-2017-106663,MO-17800,Meg O'Connel,FUR-TA-10000688,"Chromcraft Bull-Nose Wood Round Conference Table Top, Wood Base",Furniture,Tables,Illinois,Home Office,Standard Class,108.925,1,4,4,0,0,0.006391998686781795,Low,Standard processing
2651,US-2016-146794,SH-19975,Sally Hughsby,FUR-BO-10004467,Bestar Classic Bookcase,Furniture,Bookcases,California,Corporate,Standard Class,424.9575,5,5,35,0,0,0.013887418735241071,Low,Standard processing
9558,CA-2014-103086,EB-14170,Evan Bailliet,FUR-FU-10004586,G.E. Longer-Life Indoor Recessed Floodlight Bulbs,Furniture,Furnishings,Texas,Consumer,Second Class,5.312,2,2,20,0,0,0.0078057295423955035,Low,Standard processing
5883,CA-2016-133935,JW-15220,Jane Waco,FUR-CH-10002880,"Global High-Back Leather Tilter, Burgundy",Furniture,Chairs,California,Corporate,Standard Class,885.528,9,4,63,0,0,0.008928062883940163,Low,Standard processing
9715,CA-2014-114251,MD-17350,Maribeth Dona,TEC-AC-10004864,Memorex Micro Travel Drive 32 GB,Technology,Accessories,Pennsylvania,Consumer,Standard Class,58.416,2,5,6,0,0,0.009106646764003572,Low,Standard processing
1852,CA-2015-160472,RK-19300,Ralph Kennedy,OFF-PA-10000528,Xerox 1981,Office Supplies,Paper,Indiana,Consumer,Second Class,26.4,5,5,10,0,0,0.6748185754631824,High,Review before fulfilment
3054,CA-2016-128517,SW-20350,Sean Wendt,TEC-PH-10002555,Nortel Meridian M5316 Digital phone,Technology,Phones,Michigan,Home Office,Second Class,517.9,2,5,10,0,0,0.006128181782176751,Low,Standard processing
1838,CA-2014-117345,BF-10975,Barbara Fisher,OFF-LA-10000240,Self-Adhesive Address Labels for Typewriters by Universal,Office Supplies,Labels,North Carolina,Corporate,Standard Class,17.544,3,4,18,0,0,0.01049454185217146,Low,Standard processing
837,US-2014-115987,LH-17020,Lisa Hazard,OFF-BI-10001071,GBC ProClick Punch Binding System,Office Supplies,Binders,Texas,Consumer,Second Class,51.184,4,5,40,0,0,0.010543819717480925,Low,Standard processing
8156,US-2017-143770,RD-19720,Roger Demir,OFF-PA-10001125,Xerox 1988,Office Supplies,Paper,Connecticut,Consumer,Standard Class,61.96,2,4,20,0,0,0.4583358460749727,Medium,Monitor order
5347,CA-2017-108539,SC-20725,Steven Cartwright,OFF-BI-10003981,"Avery Durable Plastic 1"" Binders",Office Supplies,Binders,California,Consumer,Second Class,10.896,3,2,21,0,0,0.007852973779045208,Low,Standard processing
869,CA-2014-136742,GP-14740,Guy Phonely,OFF-BI-10003719,Large Capacity Hanging Post Binders,Office Supplies,Binders,Pennsylvania,Corporate,Standard Class,44.91,6,4,18,0,0,0.7208114232618326,High,Review before fulfilment
6751,CA-2016-154767,BP-11155,Becky Pak,FUR-CH-10003535,"Global Armless Task Chair, Royal Blue",Furniture,Chairs,New Jersey,Consumer,Second Class,121.96,2,2,6,0,0,0.6079791133528719,High,Review before fulfilment
8405,CA-2017-140480,HE-14800,Harold Engle,FUR-FU-10003247,36X48 HARDFLOOR CHAIRMAT,Furniture,Furnishings,Delaware,Corporate,Standard Class,83.92,4,4,20,0,0,0.00741154926342224,Low,Standard processing
6807,CA-2017-162880,GD-14590,Giulietta Dortch,OFF-BI-10003314,Tuff Stuff Recycled Round Ring Binders,Office Supplies,Binders,Washington,Corporate,Standard Class,3.856,1,4,5,0,0,0.004007620759425662,Low,Standard processing
1938,CA-2016-112109,JE-15715,Joe Elijah,OFF-BI-10002082,GBC Twin Loop Wire Binding Elements,Office Supplies,Binders,Colorado,Consumer,Standard Class,19.968,2,4,20,0,0,0.365044462691217,Medium,Monitor order
2679,US-2014-160780,SV-20785,Stewart Visinsky,OFF-BI-10002931,"Avery Trapezoid Extra Heavy Duty 4"" Binders",Office Supplies,Binders,Colorado,Consumer,Same Day,25.164,2,0,20,0,0,0.006891421368592062,Low,Standard processing
4160,US-2016-164588,AP-10915,Arthur Prichep,OFF-AR-10003056,Newell 341,Office Supplies,Art,Georgia,Consumer,Standard Class,12.84,3,7,21,1,0,0.8161464817451684,High,Review before fulfilment
1012,CA-2017-118437,PF-19165,Philip Fox,FUR-FU-10004848,"Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock",Furniture,Furnishings,Washington,Consumer,Second Class,155.25,3,4,15,0,0,0.5807821650249898,Medium,Monitor order
2901,CA-2015-166464,PG-18895,Paul Gonzalez,OFF-LA-10001317,Avery 520,Office Supplies,Labels,New York,Consumer,Standard Class,12.6,4,5,8,0,0,0.009298135639187827,Low,Standard processing
5535,US-2016-167472,CK-12595,Clytie Kelty,OFF-PA-10000157,Xerox 191,Office Supplies,Paper,Arkansas,Consumer,First Class,59.94,3,1,21,0,0,0.8621215413588661,High,Review before fulfilment
1682,CA-2014-122882,SB-20290,Sean Braxton,TEC-MA-10004679,StarTech.com 10/100 VDSL2 Ethernet Extender Kit,Technology,Machines,Pennsylvania,Corporate,Standard Class,399.54,4,6,12,1,0,0.805849349393848,High,Review before fulfilment
6718,CA-2016-134789,CK-12325,Christine Kargatis,OFF-PA-10001934,Xerox 1993,Office Supplies,Paper,Arkansas,Home Office,Standard Class,25.92,4,7,28,1,0,0.011256198147673204,Low,Standard processing
7327,US-2017-128447,MC-17845,Michael Chen,OFF-BI-10001543,GBC VeloBinder Manual Binding System,Office Supplies,Binders,Washington,Consumer,Standard Class,28.792,1,7,5,1,0,0.7188973404488048,High,Review before fulfilment
4884,CA-2017-104080,AH-10210,Alan Hwang,OFF-BI-10003876,"Green Canvas Binder for 8-1/2"" x 14"" Sheets",Office Supplies,Binders,California,Consumer,Standard Class,171.2,5,7,35,1,0,0.9130192491788828,High,Review before fulfilment
9002,CA-2014-103807,EM-13825,Elizabeth Moffitt,TEC-AC-10000199,Kingston Digital DataTraveler 8GB USB 2.0,Technology,Accessories,Georgia,Corporate,Standard Class,5.95,1,7,7,1,0,0.008134758245803697,Low,Standard processing
2296,CA-2015-113145,VD-21670,Valerie Dominguez,OFF-PA-10002659,Avoid Verbal Orders Carbonless Minifold Book,Office Supplies,Paper,New York,Consumer,Standard Class,13.52,4,4,8,0,0,0.011615971903019882,Low,Standard processing
2659,CA-2016-150343,PK-19075,Pete Kriz,OFF-EN-10004030,Convenience Packs of Business Envelopes,Office Supplies,Envelopes,California,Consumer,Standard Class,10.86,3,4,21,0,0,0.013034690344917629,Low,Standard processing
4677,CA-2014-114510,JF-15295,Jason Fortune-,OFF-BI-10001617,GBC Wire Binding Combs,Office Supplies,Binders,Utah,Consumer,Standard Class,33.088,4,5,32,0,0,0.00624082381541267,Low,Standard processing
7458,CA-2015-137974,LL-16840,Lauren Leatherbury,OFF-BI-10001036,Cardinal EasyOpen D-Ring Binders,Office Supplies,Binders,Virginia,Consumer,First Class,9.14,1,2,9,0,0,0.7327044828763081,High,Review before fulfilment
4447,US-2014-147704,SR-20740,Steven Roelle,OFF-BI-10001634,Wilson Jones Active Use Binders,Office Supplies,Binders,Indiana,Home Office,Standard Class,29.12,4,5,8,0,0,0.01230042822932713,Low,Standard processing
