row_id,order_id,order_date,ship_date,delivery_duration,ship_mode,customer_id,customer_name,segment,country,city,state,postal_code,region,product_id,category,sub_category,product_name,sales,quantity,discount,discount_value,profit,cogs,returned,shipping_cost_per_unit,is_returned,estimated_shipping_cost,shipping_cost_ratio,is_delayed,customer_order_count,customer_avg_sales,order_month,profit_margin,is_loss_order
1554,CA-2017-158386,2017-10-16,2017-10-21,5,Standard Class,BO-11425,Bobby Odegard,Consumer,United States,Richmond,Kentucky,40475,South,OFF-BI-10003719,Office Supplies,Binders,Large Capacity Hanging Post Binders,124.75,5,0.0,0.0,57.385,-67.365,,8,0,40,0.32064128256513025,0,2,65.415,10,0.45999999999999996,0
1555,CA-2015-111507,2015-02-06,2015-02-13,7,Standard Class,VW-21775,Victoria Wilson,Corporate,United States,Bellevue,Washington,98006,West,OFF-AR-10001315,Office Supplies,Art,Newell 310,5.28,3,0.0,0.0,1.5312,-3.7488,,5,0,15,2.840909090909091,1,10,340.77988888888893,2,0.29,0
1556,CA-2017-120761,2017-09-04,2017-09-08,4,Standard Class,AB-10150,Aimee Bixby,Consumer,United States,Long Beach,New York,11561,East,TEC-AC-10000171,Technology,Accessories,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 25/Pack",91.96,4,0.0,0.0,39.5428,-52.4172,,2,0,8,0.08699434536755112,0,5,80.55916666666667,9,0.43000000000000005,0
1557,CA-2016-109176,2016-05-09,2016-05-15,6,Standard Class,JW-16075,Julia West,Consumer,United States,Philadelphia,Pennsylvania,19140,East,OFF-EN-10003134,Office Supplies,Envelopes,Staple envelope,9.344,1,0.2,-1.8688,3.504,-3.9712,,3,0,3,0.3210616438356165,1,4,204.10442857142857,5,0.375,0
1558,CA-2016-109176,2016-05-09,2016-05-15,6,Standard Class,JW-16075,Julia West,Consumer,United States,Philadelphia,Pennsylvania,19140,East,OFF-AR-10001955,Office Supplies,Art,Newell 319,79.36,5,0.2,-15.872,9.92,-53.568,,3,0,15,0.18901209677419356,1,4,204.10442857142857,5,0.125,0
1559,CA-2015-112116,2015-03-16,2015-03-18,2,Second Class,JE-15475,Jeremy Ellison,Consumer,United States,Seattle,Washington,98103,West,FUR-TA-10001039,Furniture,Tables,KI Adjustable-Height Table,171.96,2,0.0,0.0,44.7096,-127.2504,,5,0,10,0.058153058850895556,0,6,106.8216923076923,3,0.26,0
1560,CA-2016-126809,2016-04-09,2016-04-13,4,Standard Class,EB-13750,Edward Becker,Corporate,United States,Seattle,Washington,98103,West,OFF-BI-10003712,Office Supplies,Binders,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Light Blue",35.352,9,0.2,-7.0704,12.8151,-15.4665,,5,0,45,1.2729124236252547,0,10,161.8157,4,0.3625,0
1561,CA-2014-105172,2014-04-04,2014-04-09,5,Standard Class,PK-18910,Paul Knutson,Home Office,United States,San Francisco,California,94109,West,OFF-LA-10001641,Office Supplies,Labels,Avery 518,18.9,6,0.0,0.0,9.072,-9.828,,7,0,42,2.2222222222222223,0,2,480.384,4,0.48,0
1562,CA-2017-107293,2017-09-05,2017-09-06,1,First Class,CS-12400,Christopher Schild,Home Office,United States,Seattle,Washington,98115,West,OFF-AR-10003732,Office Supplies,Art,Newell 333,2.78,1,0.0,0.0,0.7228,-2.0572,,5,0,5,1.7985611510791368,0,9,260.8470357142857,9,0.26,0
1563,US-2017-102890,2017-06-30,2017-06-30,0,Same Day,SG-20470,Sheri Gordon,Consumer,United States,New York City,New York,10011,East,FUR-TA-10000577,Furniture,Tables,Bretford CR4500 Series Slim Rectangular Table,1044.63,5,0.4,-417.852,-295.9785,-922.7565,,2,0,10,0.009572767391325157,0,8,134.62842857142857,6,-0.2833333333333333,1
1564,CA-2015-158554,2015-11-09,2015-11-09,0,Same Day,CM-12190,Charlotte Melton,Consumer,United States,Philadelphia,Pennsylvania,19134,East,OFF-PA-10004000,Office Supplies,Paper,"While You Were Out Pads, 50 per Pad, 4 x 5 1/4, Green Cycle",11.352,3,0.2,-2.2704,4.1151,-4.9665,,3,0,9,0.7928118393234672,0,6,210.73485714285715,11,0.3625,0
1565,CA-2014-116239,2014-03-04,2014-03-04,0,Same Day,CL-12565,Clay Ludtke,Consumer,United States,Columbia,South Carolina,29203,South,OFF-ST-10001370,Office Supplies,Storage,Sensible Storage WireTech Storage Systems,354.9,5,0.0,0.0,17.745,-337.155,,10,0,50,0.14088475626937166,0,12,388.5909285714286,3,0.05,0
1566,CA-2015-132101,2015-03-19,2015-03-25,6,Standard Class,JO-15550,Jesus Ocampo,Home Office,United States,Seattle,Washington,98105,West,TEC-PH-10004539,Technology,Phones,Wireless Extenders zBoost YX545 SOHO Signal Booster,453.576,3,0.2,-90.7152,39.6879,-323.1729,,5,0,15,0.033070532832425,1,5,99.1670909090909,3,0.0875,0
1567,CA-2015-129112,2015-11-29,2015-11-30,1,First Class,AW-10840,Anthony Witt,Consumer,United States,Allen,Texas,75002,Central,TEC-AC-10003038,Technology,Accessories,Kingston Digital DataTraveler 16GB USB 2.0,21.48,3,0.2,-4.296,-0.2685,-17.4525,,10,0,30,1.3966480446927374,0,4,81.172,11,-0.0125,1
1568,CA-2015-129112,2015-11-29,2015-11-30,1,First Class,AW-10840,Anthony Witt,Consumer,United States,Allen,Texas,75002,Central,OFF-BI-10000088,Office Supplies,Binders,GBC Imprintable Covers,8.784,4,0.8,-7.0272,-13.6152,-15.372,,10,0,40,4.553734061930783,0,4,81.172,11,-1.5499999999999998,1
1569,US-2017-152002,2017-06-11,2017-06-11,0,Same Day,DV-13465,Dianna Vittorini,Consumer,United States,Los Angeles,California,90004,West,OFF-PA-10000357,Office Supplies,Paper,"White Dual Perf Computer Printout Paper, 2700 Sheets, 1 Part, Heavyweight, 20 lbs., 14 7/8 x 11",122.97,3,0.0,0.0,60.2553,-62.7147,,7,0,21,0.17077335935594048,0,6,222.77246666666667,6,0.49,0
1570,CA-2017-165029,2017-11-26,2017-11-30,4,Standard Class,AH-10075,Adam Hart,Corporate,United States,Atlanta,Georgia,30318,South,OFF-AR-10003504,Office Supplies,Art,Newell 347,12.84,3,0.0,0.0,3.7236,-9.1164,,7,0,21,1.6355140186915889,0,10,162.51685,11,0.29,0
1571,US-2014-157385,2014-11-23,2014-11-25,2,First Class,SC-20095,Sanjit Chand,Consumer,United States,Los Angeles,California,90004,West,FUR-CH-10000863,Furniture,Chairs,Novimex Swivel Fabric Task Chair,603.92,5,0.2,-120.784,-67.941,-551.077,,7,0,35,0.05795469598622335,0,9,642.8333636363636,11,-0.11250000000000002,1
1572,US-2014-157385,2014-11-23,2014-11-25,2,First Class,SC-20095,Sanjit Chand,Consumer,United States,Los Angeles,California,90004,West,OFF-EN-10003160,Office Supplies,Envelopes,Pastel Pink Envelopes,21.84,3,0.0,0.0,10.4832,-11.3568,,7,0,21,0.9615384615384616,0,9,642.8333636363636,11,0.48,0
1573,US-2014-157385,2014-11-23,2014-11-25,2,First Class,SC-20095,Sanjit Chand,Consumer,United States,Los Angeles,California,90004,West,TEC-AC-10003280,Technology,Accessories,Belkin F8E887 USB Wired Ergonomic Keyboard,29.99,1,0.0,0.0,6.2979,-23.6921,,7,0,7,0.2334111370456819,0,9,642.8333636363636,11,0.21000000000000002,0
1574,US-2014-157385,2014-11-23,2014-11-25,2,First Class,SC-20095,Sanjit Chand,Consumer,United States,Los Angeles,California,90004,West,FUR-CH-10000595,Furniture,Chairs,Safco Contoured Stacking Chairs,381.44,2,0.2,-76.288,23.84,-281.312,,7,0,14,0.03670302013422819,0,9,642.8333636363636,11,0.0625,0
1575,CA-2014-101602,2014-12-15,2014-12-18,3,First Class,MC-18100,Mick Crebagga,Consumer,United States,El Paso,Texas,79907,Central,TEC-PH-10000169,Technology,Phones,ARKON Windshield Dashboard Air Vent Car Mount Holder,40.68,3,0.2,-8.136,-9.153,-41.697,,10,0,30,0.7374631268436578,0,10,116.78842105263158,12,-0.225,1
1576,CA-2014-101602,2014-12-15,2014-12-18,3,First Class,MC-18100,Mick Crebagga,Consumer,United States,El Paso,Texas,79907,Central,FUR-CH-10004675,Furniture,Chairs,"Lifetime Advantage Folding Chairs, 4/Carton",763.28,5,0.3,-228.984,-21.808,-556.104,,10,0,50,0.06550676029766273,0,10,116.78842105263158,12,-0.02857142857142857,1
1577,CA-2016-109057,2016-04-22,2016-04-27,5,Standard Class,TT-21460,Tonja Turnell,Home Office,United States,Aurora,Illinois,60505,Central,OFF-ST-10002406,Office Supplies,Storage,Pizazz Global Quick File,23.952,2,0.2,-4.7904,2.3952,-16.7664,,4,0,8,0.334001336005344,0,7,383.20057142857144,4,0.09999999999999999,0
1578,CA-2016-154403,2016-05-23,2016-05-27,4,Standard Class,AP-10720,Anne Pryor,Home Office,United States,Florence,Alabama,35630,South,OFF-PA-10001526,Office Supplies,Paper,Xerox 1949,4.98,1,0.0,0.0,2.4402,-2.5398,,10,0,10,2.008032128514056,0,8,86.23968421052632,5,0.48999999999999994,0
1579,CA-2016-102456,2016-02-27,2016-03-01,3,First Class,DL-12865,Dan Lawera,Consumer,United States,New York City,New York,10011,East,OFF-AP-10004336,Office Supplies,Appliances,"Conquest 14 Commercial Heavy-Duty Upright Vacuum, Collection System, Accessory Kit",170.88,3,0.0,0.0,49.5552,-121.3248,,2,0,6,0.0351123595505618,0,8,107.36514285714286,2,0.29,0
1580,CA-2015-131338,2015-08-09,2015-08-12,3,First Class,NP-18325,Naresj Patel,Consumer,United States,New York City,New York,10024,East,TEC-PH-10003012,Technology,Phones,Nortel Meridian M3904 Professional Digital phone,307.98,2,0.0,0.0,89.3142,-218.6658,,2,0,4,0.01298785635430872,0,6,263.3152380952381,8,0.29,0
1581,CA-2015-131338,2015-08-09,2015-08-12,3,First Class,NP-18325,Naresj Patel,Consumer,United States,New York City,New York,10024,East,FUR-TA-10002607,Furniture,Tables,KI Conference Tables,382.806,9,0.4,-153.1224,-153.1224,-382.806,,2,0,18,0.04702120656416044,0,6,263.3152380952381,8,-0.4,1
1582,CA-2015-131338,2015-08-09,2015-08-12,3,First Class,NP-18325,Naresj Patel,Consumer,United States,New York City,New York,10024,East,OFF-ST-10000642,Office Supplies,Storage,"Tennsco Lockers, Gray",41.96,2,0.0,0.0,2.9372,-39.0228,,2,0,4,0.09532888465204957,0,6,263.3152380952381,8,0.06999999999999999,0
1583,CA-2015-131338,2015-08-09,2015-08-12,3,First Class,NP-18325,Naresj Patel,Consumer,United States,New York City,New York,10024,East,OFF-BI-10000545,Office Supplies,Binders,GBC Ibimaster 500 Manual ProClick Binding System,1217.568,2,0.2,-243.5136,456.588,-517.4664,,2,0,4,0.0032852374569633893,0,6,263.3152380952381,8,0.375,0
1584,CA-2015-131338,2015-08-09,2015-08-12,3,First Class,NP-18325,Naresj Patel,Consumer,United States,New York City,New York,10024,East,FUR-FU-10002157,Furniture,Furnishings,Artistic Insta-Plaque,47.04,3,0.0,0.0,18.3456,-28.6944,,2,0,6,0.12755102040816327,0,6,263.3152380952381,8,0.39,0
1585,CA-2015-131338,2015-08-09,2015-08-12,3,First Class,NP-18325,Naresj Patel,Consumer,United States,New York City,New York,10024,East,FUR-FU-10001706,Furniture,Furnishings,Longer-Life Soft White Bulbs,6.16,2,0.0,0.0,2.9568,-3.2032,,2,0,4,0.6493506493506493,0,6,263.3152380952381,8,0.48,0
1586,CA-2015-131338,2015-08-09,2015-08-12,3,First Class,NP-18325,Naresj Patel,Consumer,United States,New York City,New York,10024,East,TEC-PH-10000984,Technology,Phones,Panasonic KX-TG9471B,979.95,5,0.0,0.0,274.386,-705.564,,2,0,10,0.010204602275626307,0,6,263.3152380952381,8,0.28,0
1587,CA-2015-131338,2015-08-09,2015-08-12,3,First Class,NP-18325,Naresj Patel,Consumer,United States,New York City,New York,10024,East,OFF-PA-10001357,Office Supplies,Paper,Xerox 1886,143.7,3,0.0,0.0,68.976,-74.724,,2,0,6,0.041753653444676415,0,6,263.3152380952381,8,0.48000000000000004,0
1588,CA-2015-131338,2015-08-09,2015-08-12,3,First Class,NP-18325,Naresj Patel,Consumer,United States,New York City,New York,10024,East,OFF-FA-10000992,Office Supplies,Fasteners,"Acco Clips to Go Binder Clips, 24 Clips in Two Sizes",10.65,3,0.0,0.0,5.0055,-5.6445,,2,0,6,0.5633802816901409,0,6,263.3152380952381,8,0.47,0
1589,CA-2015-131338,2015-08-09,2015-08-12,3,First Class,NP-18325,Naresj Patel,Consumer,United States,New York City,New York,10024,East,TEC-AC-10002600,Technology,Accessories,Belkin QODE FastFit Bluetooth Keyboard,247.8,4,0.0,0.0,34.692,-213.108,,2,0,8,0.03228410008071025,0,6,263.3152380952381,8,0.13999999999999999,0
1590,CA-2016-109911,2016-05-12,2016-05-16,4,Standard Class,VG-21805,Vivek Grady,Corporate,United States,Virginia Beach,Virginia,23464,South,OFF-AR-10001662,Office Supplies,Art,Rogers Handheld Barrel Pencil Sharpener,10.96,4,0.0,0.0,2.9592,-8.0008,,9,0,36,3.284671532846715,0,5,71.22866666666667,5,0.26999999999999996,0
1591,US-2016-132423,2016-04-15,2016-04-19,4,Standard Class,MY-18295,Muhammed Yedwab,Corporate,United States,Grapevine,Texas,76051,Central,OFF-AR-10001221,Office Supplies,Art,"Dixon Ticonderoga Erasable Colored Pencil Set, 12-Color",33.488,7,0.2,-6.6976,5.8604,-20.93,,10,0,70,2.0903010033444818,0,11,197.74742857142857,4,0.17500000000000002,0
1592,US-2016-132423,2016-04-15,2016-04-19,4,Standard Class,MY-18295,Muhammed Yedwab,Corporate,United States,Grapevine,Texas,76051,Central,OFF-FA-10002988,Office Supplies,Fasteners,Ideal Clamps,8.04,5,0.2,-1.608,2.9145,-3.5175,,10,0,50,6.218905472636816,0,11,197.74742857142857,4,0.36250000000000004,0
1593,CA-2015-122826,2015-06-23,2015-06-25,2,Second Class,RD-19480,Rick Duston,Consumer,United States,Olympia,Washington,98502,West,TEC-PH-10004830,Technology,Phones,Pyle PRT45 Retro Home Telephone,201.568,4,0.2,-40.3136,22.6764,-138.578,,5,0,20,0.09922209874583267,0,8,284.862,6,0.1125,0
1594,CA-2014-117317,2014-10-19,2014-10-19,0,Same Day,JF-15490,Jeremy Farry,Consumer,United States,Los Angeles,California,90032,West,OFF-PA-10004519,Office Supplies,Paper,Spiral Phone Message Books with Labels by Adams,13.44,3,0.0,0.0,6.5856,-6.8544,,7,0,21,1.5625,0,11,72.19453333333333,10,0.49000000000000005,0
1595,CA-2015-118423,2015-03-24,2015-03-27,3,First Class,DP-13390,Dennis Pardue,Home Office,United States,Peoria,Illinois,61604,Central,FUR-BO-10000362,Furniture,Bookcases,Sauder Inglewood Library Bookcases,359.058,3,0.3,-107.7174,-35.9058,-287.2464,,4,0,12,0.03342078438580954,0,9,391.4802857142857,3,-0.1,1
1596,CA-2017-149181,2017-05-08,2017-05-12,4,Standard Class,MD-17350,Maribeth Dona,Consumer,United States,Columbus,Ohio,43229,East,FUR-CH-10004540,Furniture,Chairs,Global Chrome Stack Chair,47.992,2,0.3,-14.3976,-2.0568,-35.6512,,7,0,14,0.29171528588098017,0,7,221.5518823529412,5,-0.04285714285714286,1
1597,CA-2017-132234,2017-10-16,2017-10-18,2,First Class,MY-17380,Maribeth Yedwab,Corporate,United States,New York City,New York,10011,East,FUR-FU-10001290,Furniture,Furnishings,Executive Impressions Supervisor Wall Clock,547.3,13,0.0,0.0,175.136,-372.164,,2,0,26,0.04750593824228029,0,7,173.40653846153845,10,0.32,0
1598,CA-2017-158876,2017-11-19,2017-11-21,2,Second Class,AB-10150,Aimee Bixby,Consumer,United States,Carrollton,Texas,75007,Central,OFF-PA-10000308,Office Supplies,Paper,Xerox 1901,16.896,4,0.2,-3.3792,5.28,-8.2368,,10,0,40,2.367424242424242,0,5,80.55916666666667,11,0.3125,0
1599,CA-2017-158876,2017-11-19,2017-11-21,2,Second Class,AB-10150,Aimee Bixby,Consumer,United States,Carrollton,Texas,75007,Central,OFF-SU-10001165,Office Supplies,Supplies,Acme Elite Stainless Steel Scissors,6.672,1,0.2,-1.3344,0.5004,-4.8372,,10,0,10,1.498800959232614,0,5,80.55916666666667,11,0.075,0
1600,CA-2017-158876,2017-11-19,2017-11-21,2,Second Class,AB-10150,Aimee Bixby,Consumer,United States,Carrollton,Texas,75007,Central,OFF-AR-10003373,Office Supplies,Art,"Boston School Pro Electric Pencil Sharpener, 1670",99.136,4,0.2,-19.8272,8.6744,-70.6344,,10,0,40,0.40348612007746937,0,5,80.55916666666667,11,0.08750000000000001,0
1601,CA-2017-158876,2017-11-19,2017-11-21,2,Second Class,AB-10150,Aimee Bixby,Consumer,United States,Carrollton,Texas,75007,Central,FUR-FU-10001967,Furniture,Furnishings,Telescoping Adjustable Floor Lamp,15.992,2,0.6,-9.5952,-13.993,-20.3898,,10,0,20,1.250625312656328,0,5,80.55916666666667,11,-0.875,1
1602,CA-2016-164672,2016-05-08,2016-05-13,5,Second Class,GB-14530,George Bell,Corporate,United States,Dover,Delaware,19901,East,FUR-FU-10001488,Furniture,Furnishings,"Tenex 46"" x 60"" Computer Anti-Static Chairmat, Rectangular Shaped",211.96,2,0.0,0.0,42.392,-169.568,,5,0,10,0.04717871296471032,0,11,78.422,5,0.2,0
1603,US-2016-132857,2016-12-11,2016-12-17,6,Standard Class,CA-12775,Cynthia Arntzen,Consumer,United States,Smyrna,Tennessee,37167,South,OFF-AR-10003251,Office Supplies,Art,Prang Drawing Pencil Set,6.672,3,0.2,-1.3344,1.668,-3.6696,,4,0,12,1.7985611510791368,1,7,178.9156470588235,12,0.25,0
1604,CA-2017-116645,2017-11-30,2017-12-04,4,Standard Class,ME-17725,Max Engle,Consumer,United States,Newark,Delaware,19711,East,OFF-AR-10001044,Office Supplies,Art,"BOSTON Ranger #55 Pencil Sharpener, Black",155.94,6,0.0,0.0,45.2226,-110.7174,,5,0,30,0.19238168526356292,0,8,146.80409230769231,11,0.29,0
1605,US-2016-115819,2016-04-19,2016-04-24,5,Second Class,JO-15280,Jas O'Carroll,Consumer,United States,Los Angeles,California,90049,West,TEC-PH-10004700,Technology,Phones,PowerGen Dual USB Car Charger,39.96,5,0.2,-7.992,12.987,-18.981,,7,0,35,0.8758758758758759,0,6,175.84290909090907,4,0.325,0
1606,US-2016-115819,2016-04-19,2016-04-24,5,Second Class,JO-15280,Jas O'Carroll,Consumer,United States,Los Angeles,California,90049,West,OFF-AR-10000823,Office Supplies,Art,Newell 307,5.46,3,0.0,0.0,1.5288,-3.9312,,7,0,21,3.8461538461538463,0,6,175.84290909090907,4,0.27999999999999997,0
1607,US-2016-115819,2016-04-19,2016-04-24,5,Second Class,JO-15280,Jas O'Carroll,Consumer,United States,Los Angeles,California,90049,West,OFF-AR-10004456,Office Supplies,Art,Panasonic KP-4ABK Battery-Operated Pencil Sharpener,73.2,5,0.0,0.0,21.228,-51.972,,7,0,35,0.4781420765027322,0,6,175.84290909090907,4,0.29000000000000004,0
1608,US-2016-115819,2016-04-19,2016-04-24,5,Second Class,JO-15280,Jas O'Carroll,Consumer,United States,Los Angeles,California,90049,West,OFF-BI-10000050,Office Supplies,Binders,"Angle-D Binders with Locking Rings, Label Holders",5.84,1,0.2,-1.168,1.971,-2.701,,7,0,7,1.1986301369863015,0,6,175.84290909090907,4,0.3375,0
1609,US-2016-115819,2016-04-19,2016-04-24,5,Second Class,JO-15280,Jas O'Carroll,Consumer,United States,Los Angeles,California,90049,West,OFF-PA-10002377,Office Supplies,Paper,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 200/Messages",22.72,4,0.0,0.0,10.224,-12.496,,7,0,28,1.2323943661971832,0,6,175.84290909090907,4,0.45,0
1610,US-2016-115819,2016-04-19,2016-04-24,5,Second Class,JO-15280,Jas O'Carroll,Consumer,United States,Los Angeles,California,90049,West,OFF-BI-10000591,Office Supplies,Binders,Avery Binder Labels,9.336,3,0.2,-1.8672,3.2676,-4.2012,,7,0,21,2.2493573264781492,0,6,175.84290909090907,4,0.35,0
1611,CA-2014-156349,2014-05-26,2014-05-30,4,Standard Class,ML-17395,Marina Lichtenstein,Corporate,United States,Los Angeles,California,90008,West,FUR-BO-10000362,Furniture,Bookcases,Sauder Inglewood Library Bookcases,290.666,2,0.15,-43.5999,27.3568,-219.7093,Yes,7,1,14,0.04816524808543139,0,9,136.14215,5,0.09411764705882353,0
1612,CA-2014-156349,2014-05-26,2014-05-30,4,Standard Class,ML-17395,Marina Lichtenstein,Corporate,United States,Los Angeles,California,90008,West,TEC-PH-10000441,Technology,Phones,VTech DS6151,201.584,2,0.2,-40.3168,20.1584,-141.1088,Yes,7,1,14,0.06944995634574172,0,9,136.14215,5,0.1,0
1613,CA-2014-156349,2014-05-26,2014-05-30,4,Standard Class,ML-17395,Marina Lichtenstein,Corporate,United States,Los Angeles,California,90008,West,TEC-PH-10002726,Technology,Phones,netTALK DUO VoIP Telephone Service,83.984,2,0.2,-16.7968,31.494,-35.6932,Yes,7,1,14,0.1666984187464279,0,9,136.14215,5,0.375,0
1614,CA-2017-138380,2017-12-21,2017-12-25,4,Standard Class,YS-21880,Yana Sorensen,Corporate,United States,Oakland,California,94601,West,OFF-ST-10003306,Office Supplies,Storage,Letter Size Cart,1000.02,7,0.0,0.0,290.0058,-710.0142,,7,0,49,0.04899902001959961,0,8,560.0369999999999,12,0.29000000000000004,0
1615,US-2016-113509,2016-03-15,2016-03-19,4,Standard Class,PL-18925,Paul Lucas,Home Office,United States,Philadelphia,Pennsylvania,19143,East,TEC-AC-10004855,Technology,Accessories,V7 USB Numeric Keypad,83.976,3,0.2,-16.7952,-13.6461,-80.8269,,3,0,9,0.10717347813661046,0,5,29.935125,3,-0.1625,1
1616,CA-2015-130022,2015-08-10,2015-08-16,6,Standard Class,JK-16120,Julie Kriz,Home Office,United States,Eagan,Minnesota,55122,Central,OFF-LA-10002787,Office Supplies,Labels,Avery 480,3.75,1,0.0,0.0,1.8,-1.95,,10,0,10,2.6666666666666665,1,10,172.4990588235294,8,0.48000000000000004,0
1617,CA-2015-130022,2015-08-10,2015-08-16,6,Standard Class,JK-16120,Julie Kriz,Home Office,United States,Eagan,Minnesota,55122,Central,OFF-LA-10002043,Office Supplies,Labels,Avery 489,41.4,4,0.0,0.0,19.872,-21.528,,10,0,40,0.9661835748792271,1,10,172.4990588235294,8,0.48000000000000004,0
1618,CA-2015-130022,2015-08-10,2015-08-16,6,Standard Class,JK-16120,Julie Kriz,Home Office,United States,Eagan,Minnesota,55122,Central,OFF-AR-10001915,Office Supplies,Art,Peel-Off China Markers,29.79,3,0.0,0.0,12.5118,-17.2782,,10,0,30,1.0070493454179255,1,10,172.4990588235294,8,0.42,0
1619,US-2016-118780,2016-09-10,2016-09-14,4,Second Class,PN-18775,Parhena Norris,Home Office,United States,New York City,New York,10011,East,OFF-ST-10000352,Office Supplies,Storage,Acco Perma 2700 Stacking Storage Drawers,59.48,2,0.0,0.0,8.922,-50.558,,2,0,4,0.06724949562878278,0,8,112.85784615384615,9,0.15000000000000002,0
1620,US-2016-118780,2016-09-10,2016-09-14,4,Second Class,PN-18775,Parhena Norris,Home Office,United States,New York City,New York,10011,East,OFF-PA-10000575,Office Supplies,Paper,"Wirebound Message Books, Four 2 3/4 x 5 White Forms per Page",6.69,1,0.0,0.0,3.0774,-3.6126,,2,0,2,0.2989536621823617,0,8,112.85784615384615,9,0.45999999999999996,0
1621,CA-2017-108560,2017-07-08,2017-07-15,7,Standard Class,JC-15385,Jenna Caffey,Consumer,United States,Kent,Washington,98031,West,FUR-FU-10002937,Furniture,Furnishings,"GE 48"" Fluorescent Tube, Cool White Energy Saver, 34 Watts, 30/Box",198.46,2,0.0,0.0,99.23,-99.23,,5,0,10,0.0503879875037791,1,1,264.527,7,0.5,0
1622,CA-2017-108560,2017-07-08,2017-07-15,7,Standard Class,JC-15385,Jenna Caffey,Consumer,United States,Kent,Washington,98031,West,OFF-LA-10003930,Office Supplies,Labels,"Dot Matrix Printer Tape Reel Labels, White, 5000/Box",786.48,8,0.0,0.0,385.3752,-401.1048,,5,0,40,0.05085952598921778,1,1,264.527,7,0.49,0
1623,CA-2017-108560,2017-07-08,2017-07-15,7,Standard Class,JC-15385,Jenna Caffey,Consumer,United States,Kent,Washington,98031,West,OFF-BI-10001107,Office Supplies,Binders,"GBC White Gloss Covers, Plain Front",23.168,2,0.2,-4.6336,7.8192,-10.7152,,5,0,10,0.43162983425414364,1,1,264.527,7,0.3375,0
1624,CA-2017-108560,2017-07-08,2017-07-15,7,Standard Class,JC-15385,Jenna Caffey,Consumer,United States,Kent,Washington,98031,West,TEC-AC-10003063,Technology,Accessories,Micro Innovations USB RF Wireless Keyboard with Mouse,50.0,2,0.0,0.0,10.5,-39.5,,5,0,10,0.2,1,1,264.527,7,0.21,0
1625,CA-2015-157084,2015-12-19,2015-12-24,5,Standard Class,JG-15160,James Galang,Consumer,United States,Los Angeles,California,90049,West,TEC-PH-10002922,Technology,Phones,ShoreTel ShorePhone IP 230 VoIP phone,675.96,5,0.2,-135.192,84.495,-456.273,,7,0,35,0.05177821172850464,0,11,353.68844444444443,12,0.125,0
1626,CA-2015-157084,2015-12-19,2015-12-24,5,Standard Class,JG-15160,James Galang,Consumer,United States,Los Angeles,California,90049,West,TEC-AC-10002049,Technology,Accessories,Plantronics Savi W720 Multi-Device Wireless Headset System,1265.85,3,0.0,0.0,556.974,-708.876,,7,0,21,0.016589643322668563,0,11,353.68844444444443,12,0.44000000000000006,0
1627,CA-2015-164539,2015-11-16,2015-11-22,6,Standard Class,PO-19180,Philisse Overcash,Home Office,United States,New York City,New York,10011,East,OFF-AP-10002457,Office Supplies,Appliances,"Eureka The Boss Plus 12-Amp Hard Box Upright Vacuum, Red",523.25,5,0.0,0.0,141.2775,-381.9725,,2,0,10,0.019111323459149548,1,9,271.8357222222222,11,0.27,0
1628,CA-2015-143119,2015-09-24,2015-09-30,6,Standard Class,MC-17275,Marc Crier,Consumer,United States,Lafayette,Louisiana,70506,South,FUR-CH-10001270,Furniture,Chairs,Harbour Creations Steel Folding Chair,517.5,6,0.0,0.0,155.25,-362.25,,6,0,36,0.06956521739130435,1,8,209.69092307692307,9,0.3,0
1629,CA-2017-101049,2017-06-21,2017-06-25,4,Second Class,AS-10240,Alan Shonely,Consumer,United States,Cleveland,Ohio,44105,East,FUR-FU-10004415,Furniture,Furnishings,"Stacking Tray, Side-Loading, Legal, Smoke",17.92,5,0.2,-3.584,2.464,-11.872,,7,0,35,1.9531249999999998,0,7,44.969846153846156,6,0.13749999999999998,0
1630,CA-2017-101049,2017-06-21,2017-06-25,4,Second Class,AS-10240,Alan Shonely,Consumer,United States,Cleveland,Ohio,44105,East,OFF-BI-10001510,Office Supplies,Binders,Deluxe Heavy-Duty Vinyl Round Ring Binder,41.256,6,0.7,-28.8792,-34.38,-46.7568,,7,0,42,1.0180337405468296,0,7,44.969846153846156,6,-0.8333333333333334,1
1631,CA-2016-106530,2016-05-08,2016-05-08,0,Same Day,CL-12565,Clay Ludtke,Consumer,United States,Cleveland,Ohio,44105,East,OFF-ST-10002011,Office Supplies,Storage,Smead Adjustable Mobile File Trolley with Lockable Top,1006.056,3,0.2,-201.2112,88.0299,-716.8149,,7,0,21,0.020873589541735252,0,12,388.5909285714286,5,0.0875,0
1632,CA-2016-106530,2016-05-08,2016-05-08,0,Same Day,CL-12565,Clay Ludtke,Consumer,United States,Cleveland,Ohio,44105,East,OFF-PA-10002986,Office Supplies,Paper,Xerox 1898,10.688,2,0.2,-2.1376,3.7408,-4.8096,,7,0,14,1.3098802395209581,0,12,388.5909285714286,5,0.35,0
