row_id,order_id,order_date,ship_date,delivery_duration,ship_mode,customer_id,customer_name,segment,country,city,state,postal_code,region,product_id,category,sub_category,product_name,sales,quantity,discount,discount_value,profit,cogs,returned,shipping_cost_per_unit,is_returned,estimated_shipping_cost
1345,CA-2015-131758,2015-05-28,2015-06-01,4,Standard Class,KB-16315,Karl Braun,Consumer,United States,Freeport,New York,11520,East,OFF-LA-10000262,Office Supplies,Labels,Avery 494,13.05,5,0.0,0.0,6.003,-7.047,,2,0,10
1346,CA-2014-118339,2014-03-17,2014-03-24,7,Standard Class,BN-11515,Bradley Nguyen,Consumer,United States,Lakeville,Minnesota,55044,Central,OFF-AP-10001154,Office Supplies,Appliances,Bionaire Personal Warm Mist Humidifier/Vaporizer,93.78,2,0.0,0.0,36.5742,-57.2058,,10,0,20
1347,CA-2014-118339,2014-03-17,2014-03-24,7,Standard Class,BN-11515,Bradley Nguyen,Consumer,United States,Lakeville,Minnesota,55044,Central,OFF-PA-10000466,Office Supplies,Paper,"Memo Book, 100 Message Capacity, 5 3/8 x 11",47.18,7,0.0,0.0,23.59,-23.59,,10,0,70
1348,CA-2014-118339,2014-03-17,2014-03-24,7,Standard Class,BN-11515,Bradley Nguyen,Consumer,United States,Lakeville,Minnesota,55044,Central,OFF-AR-10003829,Office Supplies,Art,Newell 35,19.68,6,0.0,0.0,5.7072,-13.9728,,10,0,60
1349,CA-2014-118339,2014-03-17,2014-03-24,7,Standard Class,BN-11515,Bradley Nguyen,Consumer,United States,Lakeville,Minnesota,55044,Central,OFF-BI-10001758,Office Supplies,Binders,Wilson Jones 14 Line Acrylic Coated Pressboard Data Binders,53.4,10,0.0,0.0,25.098,-28.302,,10,0,100
1350,CA-2014-118339,2014-03-17,2014-03-24,7,Standard Class,BN-11515,Bradley Nguyen,Consumer,United States,Lakeville,Minnesota,55044,Central,OFF-BI-10000136,Office Supplies,Binders,Avery Non-Stick Heavy Duty View Round Locking Ring Binders,35.88,6,0.0,0.0,17.2224,-18.6576,,10,0,60
1351,CA-2014-153976,2014-10-03,2014-10-08,5,Second Class,BP-11290,Beth Paige,Consumer,United States,Evanston,Illinois,60201,Central,FUR-CH-10002880,Furniture,Chairs,"Global High-Back Leather Tilter, Burgundy",258.279,3,0.3,-77.4837,-70.1043,-250.8996,,4,0,12
1352,CA-2016-162901,2016-03-28,2016-03-31,3,First Class,AS-10045,Aaron Smayling,Corporate,United States,Arlington,Virginia,22204,South,OFF-ST-10000649,Office Supplies,Storage,Hanging Personal Folder File,31.4,2,0.0,0.0,7.85,-23.55,,9,0,18
1353,CA-2017-162978,2017-05-04,2017-05-09,5,Standard Class,LW-16990,Lindsay Williams,Corporate,United States,San Francisco,California,94109,West,TEC-PH-10003092,Technology,Phones,Motorola L804,183.96,5,0.2,-36.792,20.6955,-126.4725,,7,0,35
1354,CA-2017-162978,2017-05-04,2017-05-09,5,Standard Class,LW-16990,Lindsay Williams,Corporate,United States,San Francisco,California,94109,West,OFF-PA-10002250,Office Supplies,Paper,Things To Do Today Pad,17.61,3,0.0,0.0,8.4528,-9.1572,,7,0,21
1355,CA-2017-162978,2017-05-04,2017-05-09,5,Standard Class,LW-16990,Lindsay Williams,Corporate,United States,San Francisco,California,94109,West,FUR-TA-10003473,Furniture,Tables,Bretford Rectangular Conference Table Tops,300.904,1,0.2,-60.1808,11.2839,-229.4393,,7,0,7
1356,US-2014-160444,2014-07-05,2014-07-05,0,Same Day,DC-12850,Dan Campbell,Consumer,United States,Houston,Texas,77036,Central,OFF-ST-10001522,Office Supplies,Storage,"Gould Plastics 18-Pocket Panel Bin, 34w x 5-1/4d x 20-1/2h",220.776,3,0.2,-44.1552,-44.1552,-220.776,,10,0,30
1357,US-2014-160444,2014-07-05,2014-07-05,0,Same Day,DC-12850,Dan Campbell,Consumer,United States,Houston,Texas,77036,Central,OFF-ST-10000563,Office Supplies,Storage,Fellowes Bankers Box Stor/Drawer Steel Plus,281.424,11,0.2,-56.2848,-35.178,-260.3172,,10,0,110
1358,CA-2016-145247,2016-05-05,2016-05-07,2,First Class,ND-18370,Natalie DeCherney,Consumer,United States,Louisville,Kentucky,40214,South,OFF-PA-10003641,Office Supplies,Paper,Xerox 1909,79.14,3,0.0,0.0,36.4044,-42.7356,,8,0,24
1359,CA-2017-160045,2017-04-26,2017-04-27,1,First Class,LB-16735,Larry Blacks,Consumer,United States,Fort Worth,Texas,76106,Central,FUR-FU-10000010,Furniture,Furnishings,"DAX Value U-Channel Document Frames, Easel Back",1.988,1,0.6,-1.1928,-1.4413,-2.2365,,10,0,10
1360,US-2014-151925,2014-09-26,2014-10-01,5,Second Class,KT-16465,Kean Takahito,Consumer,United States,Los Angeles,California,90049,West,FUR-CH-10002961,Furniture,Chairs,"Leather Task Chair, Black",145.568,2,0.2,-29.1136,0.0,-116.4544,,7,0,14
1361,CA-2017-125199,2017-10-19,2017-10-25,6,Standard Class,HM-14860,Harry Marie,Corporate,United States,Philadelphia,Pennsylvania,19120,East,OFF-AR-10002956,Office Supplies,Art,Boston 16801 Nautilus Battery Pencil Sharpener,123.256,7,0.2,-24.6512,9.2442,-89.3606,,3,0,21
1362,CA-2017-125199,2017-10-19,2017-10-25,6,Standard Class,HM-14860,Harry Marie,Corporate,United States,Philadelphia,Pennsylvania,19120,East,OFF-PA-10004041,Office Supplies,Paper,"It's Hot Message Books with Stickers, 2 3/4"" x 5""",23.68,4,0.2,-4.736,7.4,-11.544,,3,0,12
1363,CA-2017-125199,2017-10-19,2017-10-25,6,Standard Class,HM-14860,Harry Marie,Corporate,United States,Philadelphia,Pennsylvania,19120,East,TEC-PH-10001336,Technology,Phones,Digium D40 VoIP phone,309.576,4,0.4,-123.8304,-56.7556,-242.5012,,3,0,12
1364,US-2017-155425,2017-11-10,2017-11-11,1,First Class,AB-10600,Ann Blume,Corporate,United States,Tucson,Arizona,85705,West,OFF-BI-10001036,Office Supplies,Binders,Cardinal EasyOpen D-Ring Binders,38.388,14,0.7,-26.8716,-25.592,-37.1084,,7,0,98
1365,US-2017-155425,2017-11-10,2017-11-11,1,First Class,AB-10600,Ann Blume,Corporate,United States,Tucson,Arizona,85705,West,TEC-MA-10003183,Technology,Machines,DYMO CardScan Personal V9 Business Card Scanner,95.994,2,0.7,-67.1958,-63.996,-92.7942,,7,0,14
1366,US-2017-155425,2017-11-10,2017-11-11,1,First Class,AB-10600,Ann Blume,Corporate,United States,Tucson,Arizona,85705,West,TEC-AC-10001314,Technology,Accessories,Case Logic 2.4GHz Wireless Keyboard,239.952,6,0.2,-47.9904,-35.9928,-227.9544,,7,0,42
1367,US-2017-155425,2017-11-10,2017-11-11,1,First Class,AB-10600,Ann Blume,Corporate,United States,Tucson,Arizona,85705,West,TEC-PH-10002563,Technology,Phones,Adtran 1202752G1,201.584,2,0.2,-40.3168,15.1188,-146.1484,,7,0,14
1368,US-2017-155425,2017-11-10,2017-11-11,1,First Class,AB-10600,Ann Blume,Corporate,United States,Tucson,Arizona,85705,West,FUR-CH-10003312,Furniture,Chairs,Hon 2090 Pillow Soft Series Mid Back Swivel/Tilt Chairs,899.136,4,0.2,-179.8272,-146.1096,-865.4184,,7,0,28
1369,CA-2017-133249,2017-07-08,2017-07-11,3,First Class,SZ-20035,Sam Zeldin,Home Office,United States,Pico Rivera,California,90660,West,FUR-FU-10001588,Furniture,Furnishings,"Deflect-o SuperTray Unbreakable Stackable Tray, Letter, Black",145.9,5,0.0,0.0,62.737,-83.163,,7,0,35
1370,US-2015-103471,2015-12-24,2015-12-28,4,Standard Class,JR-15670,Jim Radford,Consumer,United States,Colorado Springs,Colorado,80906,West,FUR-BO-10002613,Furniture,Bookcases,"Atlantic Metals Mobile 4-Shelf Bookcases, Custom Colors",590.058,7,0.7,-413.0406,-786.744,-963.7614,,10,0,70
1371,US-2015-103471,2015-12-24,2015-12-28,4,Standard Class,JR-15670,Jim Radford,Consumer,United States,Colorado Springs,Colorado,80906,West,OFF-AR-10003405,Office Supplies,Art,"Dixon My First Ticonderoga Pencil, #2",14.04,3,0.2,-2.808,1.5795,-9.6525,,10,0,30
1372,CA-2017-136672,2017-03-07,2017-03-12,5,Standard Class,MG-17890,Michael Granlund,Home Office,United States,Clinton,Maryland,20735,East,TEC-AC-10004510,Technology,Accessories,Logitech Desktop MK120 Mouse and keyboard Combo,49.08,3,0.0,0.0,4.908,-44.172,,7,0,21
1373,US-2014-157021,2014-04-01,2014-04-06,5,Second Class,KM-16720,Kunst Miller,Consumer,United States,Vallejo,California,94591,West,OFF-LA-10002312,Office Supplies,Labels,Avery 490,29.6,2,0.0,0.0,14.8,-14.8,,7,0,14
1374,US-2014-157021,2014-04-01,2014-04-06,5,Second Class,KM-16720,Kunst Miller,Consumer,United States,Vallejo,California,94591,West,OFF-BI-10000042,Office Supplies,Binders,"Pressboard Data Binder, Crimson, 12"" X 8 1/2""",17.088,4,0.2,-3.4176,5.5536,-8.1168,,7,0,28
1375,CA-2015-120362,2015-09-14,2015-09-19,5,Standard Class,CA-12265,Christina Anderson,Consumer,United States,Provo,Utah,84604,West,FUR-TA-10003008,Furniture,Tables,"Lesro Round Back Collection Coffee Table, End Table",912.75,5,0.0,0.0,118.6575,-794.0925,,8,0,40
1376,CA-2014-126361,2014-08-04,2014-08-09,5,Second Class,VD-21670,Valerie Dominguez,Consumer,United States,Pleasant Grove,Utah,84062,West,OFF-AP-10003590,Office Supplies,Appliances,Hoover WindTunnel Plus Canister Vacuum,1089.75,3,0.0,0.0,305.13,-784.62,Yes,8,1,24
1377,CA-2014-126361,2014-08-04,2014-08-09,5,Second Class,VD-21670,Valerie Dominguez,Consumer,United States,Pleasant Grove,Utah,84062,West,OFF-PA-10000806,Office Supplies,Paper,Xerox 1934,447.84,8,0.0,0.0,219.4416,-228.3984,Yes,8,1,64
1378,CA-2014-126361,2014-08-04,2014-08-09,5,Second Class,VD-21670,Valerie Dominguez,Consumer,United States,Pleasant Grove,Utah,84062,West,OFF-AR-10000896,Office Supplies,Art,Newell 329,16.4,5,0.0,0.0,4.264,-12.136,Yes,8,1,40
1379,CA-2014-126361,2014-08-04,2014-08-09,5,Second Class,VD-21670,Valerie Dominguez,Consumer,United States,Pleasant Grove,Utah,84062,West,TEC-PH-10002310,Technology,Phones,Panasonic KX T7731-B Digital phone,399.96,5,0.2,-79.992,34.9965,-284.9715,Yes,8,1,40
1380,CA-2014-126361,2014-08-04,2014-08-09,5,Second Class,VD-21670,Valerie Dominguez,Consumer,United States,Pleasant Grove,Utah,84062,West,OFF-ST-10002289,Office Supplies,Storage,"Safco Wire Cube Shelving System, For Use as 4 or 5 14"" Cubes, Black",158.9,5,0.0,0.0,7.945,-150.955,Yes,8,1,40
1381,CA-2014-126361,2014-08-04,2014-08-09,5,Second Class,VD-21670,Valerie Dominguez,Consumer,United States,Pleasant Grove,Utah,84062,West,OFF-BI-10002852,Office Supplies,Binders,Ibico Standard Transparent Covers,13.184,1,0.2,-2.6368,4.7792,-5.768,Yes,8,1,8
1382,US-2016-100566,2016-09-03,2016-09-09,6,Standard Class,JK-16120,Julie Kriz,Home Office,United States,Aurora,Illinois,60505,Central,FUR-FU-10003394,Furniture,Furnishings,"Tenex ""The Solids"" Textured Chair Mats",83.952,3,0.6,-50.3712,-90.2484,-123.8292,,4,0,12
1383,US-2016-108504,2016-02-05,2016-02-05,0,Same Day,PP-18955,Paul Prost,Home Office,United States,Smyrna,Georgia,30080,South,OFF-ST-10002344,Office Supplies,Storage,"Carina 42""Hx23 3/4""W Media Storage Unit",80.98,1,0.0,0.0,1.6196,-79.3604,,7,0,7
1384,US-2016-108504,2016-02-05,2016-02-05,0,Same Day,PP-18955,Paul Prost,Home Office,United States,Smyrna,Georgia,30080,South,OFF-PA-10001289,Office Supplies,Paper,White Computer Printout Paper by Universal,348.84,9,0.0,0.0,170.9316,-177.9084,,7,0,63
1385,US-2016-108504,2016-02-05,2016-02-05,0,Same Day,PP-18955,Paul Prost,Home Office,United States,Smyrna,Georgia,30080,South,OFF-FA-10000053,Office Supplies,Fasteners,Revere Boxed Rubber Bands by Revere,9.45,5,0.0,0.0,0.189,-9.261,,7,0,35
1386,US-2016-108504,2016-02-05,2016-02-05,0,Same Day,PP-18955,Paul Prost,Home Office,United States,Smyrna,Georgia,30080,South,FUR-FU-10004091,Furniture,Furnishings,"Eldon 200 Class Desk Accessories, Black",18.84,3,0.0,0.0,7.1592,-11.6808,,7,0,21
1387,US-2016-108504,2016-02-05,2016-02-05,0,Same Day,PP-18955,Paul Prost,Home Office,United States,Smyrna,Georgia,30080,South,FUR-BO-10004015,Furniture,Bookcases,"Bush Andora Bookcase, Maple/Graphite Gray Finish",239.98,2,0.0,0.0,52.7956,-187.1844,,7,0,14
1388,US-2016-108504,2016-02-05,2016-02-05,0,Same Day,PP-18955,Paul Prost,Home Office,United States,Smyrna,Georgia,30080,South,OFF-EN-10003001,Office Supplies,Envelopes,Ames Color-File Green Diamond Border X-ray Mailers,167.96,2,0.0,0.0,78.9412,-89.0188,,7,0,14
1389,US-2016-108504,2016-02-05,2016-02-05,0,Same Day,PP-18955,Paul Prost,Home Office,United States,Smyrna,Georgia,30080,South,TEC-PH-10000215,Technology,Phones,Plantronics Cordless Phone Headset with In-line Volume - M214C,104.85,3,0.0,0.0,28.3095,-76.5405,,7,0,21
1390,US-2016-108504,2016-02-05,2016-02-05,0,Same Day,PP-18955,Paul Prost,Home Office,United States,Smyrna,Georgia,30080,South,TEC-PH-10003645,Technology,Phones,Aastra 57i VoIP phone,484.83,3,0.0,0.0,126.0558,-358.7742,,7,0,21
1391,US-2016-108504,2016-02-05,2016-02-05,0,Same Day,PP-18955,Paul Prost,Home Office,United States,Smyrna,Georgia,30080,South,OFF-PA-10000357,Office Supplies,Paper,"White Dual Perf Computer Printout Paper, 2700 Sheets, 1 Part, Heavyweight, 20 lbs., 14 7/8 x 11",122.97,3,0.0,0.0,60.2553,-62.7147,,7,0,21
1392,US-2016-108504,2016-02-05,2016-02-05,0,Same Day,PP-18955,Paul Prost,Home Office,United States,Smyrna,Georgia,30080,South,OFF-ST-10004804,Office Supplies,Storage,"Belkin 19"" Vented Equipment Shelf, Black",154.44,3,0.0,0.0,1.5444,-152.8956,,7,0,21
1393,US-2016-108504,2016-02-05,2016-02-05,0,Same Day,PP-18955,Paul Prost,Home Office,United States,Smyrna,Georgia,30080,South,OFF-PA-10003892,Office Supplies,Paper,Xerox 1943,342.37,7,0.0,0.0,160.9139,-181.4561,,7,0,49
1394,CA-2017-124828,2017-07-03,2017-07-04,1,First Class,YS-21880,Yana Sorensen,Corporate,United States,Burlington,North Carolina,27217,South,OFF-AR-10003514,Office Supplies,Art,4009 Highlighters by Sanford,9.552,3,0.2,-1.9104,1.5522,-6.0894,,6,0,18
1395,US-2017-117247,2017-10-09,2017-10-14,5,Standard Class,CK-12760,Cyma Kinney,Corporate,United States,Aurora,Illinois,60505,Central,FUR-TA-10002958,Furniture,Tables,"Bevis Oval Conference Table, Walnut",652.45,5,0.5,-326.225,-430.617,-756.842,,4,0,20
1396,US-2017-117247,2017-10-09,2017-10-14,5,Standard Class,CK-12760,Cyma Kinney,Corporate,United States,Aurora,Illinois,60505,Central,FUR-TA-10001676,Furniture,Tables,Hon 61000 Series Interactive Training Tables,66.645,3,0.5,-33.3225,-42.6528,-75.9753,,4,0,12
1397,CA-2016-124485,2016-11-24,2016-11-26,2,First Class,NC-18340,Nat Carroll,Consumer,United States,New York City,New York,10035,East,OFF-BI-10000822,Office Supplies,Binders,"Acco PRESSTEX Data Binder with Storage Hooks, Light Blue, 9 1/2"" X 11""",17.216,4,0.2,-3.4432,6.0256,-7.7472,,2,0,8
1398,CA-2016-124485,2016-11-24,2016-11-26,2,First Class,NC-18340,Nat Carroll,Consumer,United States,New York City,New York,10035,East,OFF-PA-10004971,Office Supplies,Paper,Xerox 196,11.56,2,0.0,0.0,5.6644,-5.8956,,2,0,4
1399,CA-2016-124485,2016-11-24,2016-11-26,2,First Class,NC-18340,Nat Carroll,Consumer,United States,New York City,New York,10035,East,TEC-AC-10002323,Technology,Accessories,SanDisk Ultra 32 GB MicroSDHC Class 10 Memory Card,88.4,4,0.0,0.0,11.492,-76.908,,2,0,8
1400,CA-2016-124485,2016-11-24,2016-11-26,2,First Class,NC-18340,Nat Carroll,Consumer,United States,New York City,New York,10035,East,OFF-PA-10004888,Office Supplies,Paper,Xerox 217,6.48,1,0.0,0.0,3.1104,-3.3696,,2,0,2
1401,CA-2016-159212,2016-11-01,2016-11-05,4,Standard Class,KM-16375,Katherine Murray,Home Office,United States,Salem,Virginia,24153,South,TEC-PH-10003988,Technology,Phones,"LF Elite 3D Dazzle Designer Hard Case Cover, Lf Stylus Pen and Wiper For Apple Iphone 5c Mini Lite",21.8,2,0.0,0.0,6.104,-15.696,Yes,9,1,18
1402,CA-2016-159212,2016-11-01,2016-11-05,4,Standard Class,KM-16375,Katherine Murray,Home Office,United States,Salem,Virginia,24153,South,OFF-EN-10002230,Office Supplies,Envelopes,Airmail Envelopes,251.79,3,0.0,0.0,118.3413,-133.4487,Yes,9,1,27
1403,US-2016-161396,2016-04-19,2016-04-25,6,Standard Class,GM-14455,Gary Mitchum,Home Office,United States,Columbus,Ohio,43229,East,FUR-TA-10002622,Furniture,Tables,"Bush Andora Conference Table, Maple/Graphite Gray Finish",205.176,2,0.4,-82.0704,-58.1332,-181.2388,,7,0,14
1404,US-2016-161396,2016-04-19,2016-04-25,6,Standard Class,GM-14455,Gary Mitchum,Home Office,United States,Columbus,Ohio,43229,East,OFF-PA-10000418,Office Supplies,Paper,Xerox 189,419.4,5,0.2,-83.88,146.79,-188.73,,7,0,35
1405,US-2014-118486,2014-04-06,2014-04-08,2,First Class,SD-20485,Shirley Daniels,Home Office,United States,Philadelphia,Pennsylvania,19143,East,OFF-SU-10004498,Office Supplies,Supplies,Martin-Yale Premier Letter Opener,10.304,1,0.2,-2.0608,-2.1896,-10.4328,,3,0,3
1406,US-2014-118486,2014-04-06,2014-04-08,2,First Class,SD-20485,Shirley Daniels,Home Office,United States,Philadelphia,Pennsylvania,19143,East,FUR-TA-10001039,Furniture,Tables,KI Adjustable-Height Table,154.764,3,0.4,-61.9056,-36.1116,-128.97,,3,0,9
1407,US-2014-118486,2014-04-06,2014-04-08,2,First Class,SD-20485,Shirley Daniels,Home Office,United States,Philadelphia,Pennsylvania,19143,East,TEC-AC-10004659,Technology,Accessories,Imation Secure+ Hardware Encrypted USB 2.0 Flash Drive; 16GB,116.784,2,0.2,-23.3568,21.897,-71.5302,,3,0,6
1408,CA-2016-130407,2016-09-02,2016-09-06,4,Standard Class,KD-16270,Karen Daniels,Consumer,United States,New York City,New York,10024,East,OFF-AR-10002240,Office Supplies,Art,Panasonic KP-150 Electric Pencil Sharpener,75.48,2,0.0,0.0,19.6248,-55.8552,,2,0,4
1409,CA-2016-130407,2016-09-02,2016-09-06,4,Standard Class,KD-16270,Karen Daniels,Consumer,United States,New York City,New York,10024,East,FUR-FU-10001967,Furniture,Furnishings,Telescoping Adjustable Floor Lamp,39.98,2,0.0,0.0,9.995,-29.985,,2,0,4
1410,US-2016-122245,2016-09-25,2016-09-30,5,Standard Class,AB-10105,Adrian Barton,Consumer,United States,Phoenix,Arizona,85023,West,FUR-TA-10002356,Furniture,Tables,Bevis Boat-Shaped Conference Table,393.165,3,0.5,-196.5825,-204.4458,-401.0283,,7,0,21
1411,CA-2017-105144,2017-11-04,2017-11-11,7,Standard Class,SZ-20035,Sam Zeldin,Home Office,United States,Grand Prairie,Texas,75051,Central,OFF-LA-10003923,Office Supplies,Labels,Alphabetical Labels for Top Tab Filing,23.68,2,0.2,-4.736,8.88,-10.064,,10,0,20
1412,CA-2016-136329,2016-07-09,2016-07-13,4,Standard Class,JD-15895,Jonathan Doherty,Corporate,United States,New York City,New York,10035,East,FUR-CH-10002335,Furniture,Chairs,Hon GuestStacker Chair,408.006,2,0.1,-40.8006,72.5344,-294.671,,2,0,4
1413,CA-2016-136329,2016-07-09,2016-07-13,4,Standard Class,JD-15895,Jonathan Doherty,Corporate,United States,New York City,New York,10035,East,FUR-FU-10000723,Furniture,Furnishings,"Deflect-o EconoMat Studded, No Bevel Mat for Low Pile Carpeting",165.28,4,0.0,0.0,14.8752,-150.4048,,2,0,8
1414,CA-2014-146640,2014-06-30,2014-07-05,5,Standard Class,HA-14905,Helen Abelman,Consumer,United States,New York City,New York,10024,East,OFF-BI-10002867,Office Supplies,Binders,GBC Recycled Regency Composition Covers,334.768,7,0.2,-66.9536,108.7996,-159.0148,,2,0,14
1415,CA-2017-115994,2017-01-28,2017-01-31,3,Second Class,BT-11305,Beth Thompson,Home Office,United States,Costa Mesa,California,92627,West,TEC-AC-10000580,Technology,Accessories,Logitech G13 Programmable Gameboard with LCD Display,239.97,3,0.0,0.0,26.3967,-213.5733,Yes,7,1,21
1416,CA-2017-115994,2017-01-28,2017-01-31,3,Second Class,BT-11305,Beth Thompson,Home Office,United States,Costa Mesa,California,92627,West,FUR-FU-10003976,Furniture,Furnishings,"DAX Executive Solid Wood Document Frame, Desktop or Hang, Mahogany, 5 x 7",37.74,3,0.0,0.0,12.8316,-24.9084,Yes,7,1,21
1417,CA-2015-126697,2015-09-21,2015-09-24,3,First Class,SV-20815,Stuart Van,Corporate,United States,Houston,Texas,77041,Central,TEC-PH-10002922,Technology,Phones,ShoreTel ShorePhone IP 230 VoIP phone,946.344,7,0.2,-189.2688,118.293,-638.7822,,10,0,70
1418,CA-2015-126697,2015-09-21,2015-09-24,3,First Class,SV-20815,Stuart Van,Corporate,United States,Houston,Texas,77041,Central,TEC-AC-10004353,Technology,Accessories,Hypercom P1300 Pinpad,151.2,3,0.2,-30.24,32.13,-88.83,,10,0,30
1419,CA-2015-126697,2015-09-21,2015-09-24,3,First Class,SV-20815,Stuart Van,Corporate,United States,Houston,Texas,77041,Central,FUR-FU-10001706,Furniture,Furnishings,Longer-Life Soft White Bulbs,4.928,4,0.6,-2.9568,-1.4784,-3.4496,,10,0,40
1420,CA-2015-124800,2015-09-26,2015-09-30,4,Standard Class,RW-19540,Rick Wilson,Corporate,United States,Mesa,Arizona,85204,West,OFF-PA-10000501,Office Supplies,Paper,Petty Cash Envelope,86.272,4,0.2,-17.2544,31.2736,-37.744,,7,0,28
1421,CA-2015-124800,2015-09-26,2015-09-30,4,Standard Class,RW-19540,Rick Wilson,Corporate,United States,Mesa,Arizona,85204,West,OFF-BI-10000778,Office Supplies,Binders,GBC VeloBinder Electric Binding Machine,72.588,2,0.7,-50.8116,-48.392,-70.1684,,7,0,14
1422,CA-2015-124800,2015-09-26,2015-09-30,4,Standard Class,RW-19540,Rick Wilson,Corporate,United States,Mesa,Arizona,85204,West,OFF-AP-10004980,Office Supplies,Appliances,3M Replacement Filter for Office Air Cleaner for 20' x 33' Room,60.672,2,0.2,-12.1344,14.4096,-34.128,,7,0,14
1423,CA-2015-124800,2015-09-26,2015-09-30,4,Standard Class,RW-19540,Rick Wilson,Corporate,United States,Mesa,Arizona,85204,West,OFF-BI-10003984,Office Supplies,Binders,Lock-Up Easel 'Spel-Binder',77.031,9,0.7,-53.9217,-59.0571,-82.1664,,7,0,63
1424,CA-2015-124800,2015-09-26,2015-09-30,4,Standard Class,RW-19540,Rick Wilson,Corporate,United States,Mesa,Arizona,85204,West,OFF-ST-10000798,Office Supplies,Storage,2300 Heavy-Duty Transfer File Systems by Perma,119.904,6,0.2,-23.9808,-1.4988,-97.422,,7,0,42
1425,CA-2015-124800,2015-09-26,2015-09-30,4,Standard Class,RW-19540,Rick Wilson,Corporate,United States,Mesa,Arizona,85204,West,TEC-PH-10001750,Technology,Phones,Samsung Rugby III,263.96,5,0.2,-52.792,23.0965,-188.0715,,7,0,35
1426,CA-2015-124800,2015-09-26,2015-09-30,4,Standard Class,RW-19540,Rick Wilson,Corporate,United States,Mesa,Arizona,85204,West,OFF-ST-10002743,Office Supplies,Storage,SAFCO Boltless Steel Shelving,363.648,4,0.2,-72.7296,-86.3664,-377.2848,,7,0,28
1427,US-2015-164448,2015-10-31,2015-11-04,4,Second Class,DK-12835,Damala Kotsonis,Corporate,United States,Salinas,California,93905,West,OFF-BI-10002949,Office Supplies,Binders,Prestige Round Ring Binders,9.728,2,0.2,-1.9456,3.2832,-4.4992,,7,0,14
1428,US-2015-164448,2015-10-31,2015-11-04,4,Second Class,DK-12835,Damala Kotsonis,Corporate,United States,Salinas,California,93905,West,OFF-EN-10002600,Office Supplies,Envelopes,"Redi-Strip #10 Envelopes, 4 1/8 x 9 1/2",14.75,5,0.0,0.0,7.08,-7.67,,7,0,35
1429,US-2015-164448,2015-10-31,2015-11-04,4,Second Class,DK-12835,Damala Kotsonis,Corporate,United States,Salinas,California,93905,West,OFF-BI-10003708,Office Supplies,Binders,"Acco Four Pocket Poly Ring Binder with Label Holder, Smoke, 1""",29.8,5,0.2,-5.96,9.3125,-14.5275,,7,0,35
1430,US-2015-164448,2015-10-31,2015-11-04,4,Second Class,DK-12835,Damala Kotsonis,Corporate,United States,Salinas,California,93905,West,OFF-LA-10003510,Office Supplies,Labels,"Avery 4027 File Folder Labels for Dot Matrix Printers, 5000 Labels per Box, White",427.42,14,0.0,0.0,196.6132,-230.8068,,7,0,98
1431,CA-2017-122700,2017-11-26,2017-11-30,4,Standard Class,LT-17110,Liz Thompson,Consumer,United States,Columbus,Ohio,43229,East,TEC-PH-10003092,Technology,Phones,Motorola L804,220.752,8,0.4,-88.3008,-40.4712,-172.9224,,7,0,56
1432,CA-2014-120768,2014-12-19,2014-12-21,2,Second Class,IM-15070,Irene Maddox,Consumer,United States,Florence,Alabama,35630,South,OFF-BI-10001191,Office Supplies,Binders,Canvas Sectional Post Binders,152.76,6,0.0,0.0,74.8524,-77.9076,,10,0,60
1433,CA-2014-120768,2014-12-19,2014-12-21,2,Second Class,IM-15070,Irene Maddox,Consumer,United States,Florence,Alabama,35630,South,OFF-SU-10004115,Office Supplies,Supplies,Acme Stainless Steel Office Snips,7.27,1,0.0,0.0,1.9629,-5.3071,,10,0,10
1434,CA-2014-120768,2014-12-19,2014-12-21,2,Second Class,IM-15070,Irene Maddox,Consumer,United States,Florence,Alabama,35630,South,FUR-CH-10000513,Furniture,Chairs,High-Back Leather Manager's Chair,1819.86,14,0.0,0.0,163.7874,-1656.0726,,10,0,140
1435,US-2016-153129,2016-12-26,2016-12-30,4,Standard Class,FP-14320,Frank Preis,Consumer,United States,Seattle,Washington,98105,West,OFF-PA-10003673,Office Supplies,Paper,Strathmore Photo Mount Cards,33.9,5,0.0,0.0,15.594,-18.306,,5,0,25
1436,CA-2017-106852,2017-06-20,2017-06-27,7,Standard Class,ST-20530,Shui Tom,Consumer,United States,Parma,Ohio,44134,East,OFF-PA-10001639,Office Supplies,Paper,Xerox 203,31.104,6,0.2,-6.2208,10.8864,-13.9968,,7,0,42
1437,CA-2017-106852,2017-06-20,2017-06-27,7,Standard Class,ST-20530,Shui Tom,Consumer,United States,Parma,Ohio,44134,East,OFF-AR-10003829,Office Supplies,Art,Newell 35,5.248,2,0.2,-1.0496,0.5904,-3.608,,7,0,14
1438,CA-2015-139731,2015-10-15,2015-10-15,0,Same Day,JE-15745,Joel Eaton,Consumer,United States,Amarillo,Texas,79109,Central,TEC-AC-10004975,Technology,Accessories,Plantronics Audio 995 Wireless Stereo Headset,263.88,3,0.2,-52.776,42.8805,-168.2235,Yes,10,1,30
1439,CA-2015-139731,2015-10-15,2015-10-15,0,Same Day,JE-15745,Joel Eaton,Consumer,United States,Amarillo,Texas,79109,Central,FUR-CH-10002024,Furniture,Chairs,HON 5400 Series Task Chairs for Big and Tall,2453.43,5,0.3,-736.029,-350.49,-2067.891,Yes,10,1,50
